description;class
entreprises de couverture realisations couverture ardoise couverture acier couverture aluminium couverture bardage couverture chaume couverture cuivre couverture metallique couverture plomb couverture tuile couverture zinc   ;True
entreprises de maconnerie    ;False
pose de carrelages  de dallages pose revetement de sol  de mur renovation entretien produits carrelage dalle faience moquette parquet artisan pose de carrelages  de dallages vente  pose de revetements de sols et de murs depuis plus de 10 ans  notre entreprise effectue vos differents travaux  dans le secteur de la maconnerie de l isolation aux finitions  les services sont soignes  complets et realises selon vos exigences contactez nous pour une demande de devis ou plus d informations ;False
entreprises d electricite generale    ;False
vente  pose de revetements de sols et de murs habillage des murs pose de parquet produits enduit moquette papier peint parquet stratifie sol souple sol stratifie peinture produits enduit les moyens de paiement  vente  pose de revetements de sols et de murs entreprises de peinture ;False
entreprises de platrerie fabrication et pose de corniches en staff  de rosaces  de moulures travaux de platrerie traditionnelle  de gypserie  d enduits decoratifs restauration de patrimoine  de corniche intervention apres degats des eaux amenagement d espaces contemporains installation d escaliers sur voute sarrasine conseils personnalises devis gratuit produits corniches moulures rosaces elements architecturaux habillage de cheminee enduit de platre  entreprises de platrerie entreprises de staff  de stuc ap staff staff  restauration du patrimoine et creation corniches  rosaces  moulures  gypseries ;False
assainissement enrobe  assainissement entreprises de terrassement travaux publics travaux d enrobes ;False
entreprises de couverture cheneau tuile isolation etancheite produits gouttiere   ;True
maitres d oeuvre en batiment    ;False
entreprises d electricite generale    ;False
entreprises de peinture peinture d appartement  murale  de plafond peintre decorateur  platrier conseils personnalises produits plaques de platre artisan  pour vos travaux de platrerie  faites appel a des experts notre equipe intervient rapidement en vous garantissant des prestations soignees n hesitez pas a nous contacter pour toute demande ;False
depannage de chauffage    ;False
ardoises travaux de couverture en ardoises pose de charpentes en bois pose de menuiseries travaux en neuf travaux de renovation reparation sur ardoises cassees reparation sur ardoises manquantes realisation de toitures reparation de toitures renovation de toitures pose de lambris pose de parquets pose de fenetres marques cupa pizarras velux eco artisan rge ardoises entreprises de couverture charpentes le specialiste de l ardoise   notre entreprise est specialisee dans la pose de charpentes en bois  les travaux de couverture et de menuiserie nous assurons la pose de nos realisations que ce soit en neuf ou en renovation nous sommes egalement specialistes des ardoises naturelles ;True
vitrerie depannage de vitrages depannage de miroirs entretien de menuiseries entretien de volets roulants garde corps et protection porte de hall vitrines commercants particuliers neuf et renovation controle d acces rge qualibat vitrerie entreprises de menuiserie menuiserie aluminium systemes de controle d acces miroiterie votre entreprise gallais a chavagne nos clients nous appellent pour le depannage de vitrages et de miroirs l entretien de menuiseries et de volets roulants figure dans le catalogue de nos services pour plus de renseignements  n hesitez pas a nous contacter ;False
stores depannage de store motorisation produits store banne store californien store corbeille store de terrasse store exterieur store interieur store plisse store sur mesure store venitien store a projection   ;False
entreprises d electricite generale   entreprises d electricite generale plombiers ;False
entreprises de menuiserie amenagement de combles produits charpente en bois escalier en bois charpente traditionnelle  entreprises de menuiserie fabrication  installation d escaliers charpentes ;False
entreprises de menuiserie    ;False
charpentes bardage fabrication de charpente en bois amenagement de combles produits bois de charpente charpente en bois charpente traditionnelle ossature bois garantie decennale  ;True
paysagistes amenagement paysager  paysagistes entreprises de terrassement ;False
entreprises de platrerie    ;False
entreprises de maconnerie construction de maison en pierre  de villa  de    pool house    restauration de batiment ancien extension pose de charpente ravalement de facade dallage realisation de piscine en dur  d abri restauration de bati ancien construction de terrasse macon couvreur petit travaux de maconnerie produits mur de soutenement artisan entreprises de maconnerie ravalement de facades charpentes entreprises de couverture pose de carrelages  de dallages agrandissement  extension de maison pour tous vos projets de maconnerie  faites appel a nos services notre entreprise intervient dans divers domaines comme la couverture  le terrassement et la peinture demandez un devis gratuit sans aucun engagement ;True
ferronnerie d art    ;False
alarmes  surveillance   systemes  vente  installation     ;False
energies renouvelables    ;False
entreprises de peinture travaux de peinture travaux de decoration interieure travaux de decoration exterieure revetement de sols revetement de murs amenagement de placards amenagement de salles de bains service de conseils en decoration d interieur   notre equipe effectue les travaux de peinture  de decoration interieure et exterieure mais sachez que le revetement de sols et de murs fait egalement partie des services que nous vous proposons de plus  nous amenageons vos placards et vos salles de bains nos prestations comprennent le service de conseils en decoration d interieur nous travaillons depuis 2005 s  deco peut intervenir en savoie ;False
plombiers    ;False
zinguerie charpentes couverture renovation de batiments construction de batiments  finition de batiments zinguerie mise aux normes agencement isolation installation de fenetres de toit installation d escaliers  zinguerie entreprises de couverture charpentes nous vous accompagnons dans vos projets de construction en vous effectuant des travaux varies nous nous attachons a intervenir dans ce qui est des charpentes  couvertures ainsi que de l isolation et de l installation d escaliers vous beneficiez de services a garantie decennale nous travaillons surtout pour les particuliers n hesitez pas a nous contacter pour un devis gratuit  ;True
entreprises de peinture peinture decoration revetements de sols revetements muraux peinture industrielle ravalement facades   peinture   decoration   revetements sols et murs  moquette  les  dalles  revetements sol souple pvc  papier peint  revetement mural decoratif     parquets massifs  parquets flottants stratifies   ravalement de facades   plaques de platre   peinture industrielle ;False
installations frigorifiques    ;False
entreprises de maconnerie tous travaux de renovation immobiliere travaux de demolition  d assainissement  de goudronnage  d evacuation et du concassage de gravats travaux de platrerie  d isolation  de carrelage  de decoration changement  pose et entretien de canalisations  de fosses septiques  de puisards entretien tout type de terrassement creation d acces  d allees  d empierrement  de voiries et de reseaux divers pose de bordures  d enrobes  de clotures extension de maisons demolition en vue de reconstruction doublage de murs interieurs et exterieurs location de camions  d engins desamiantage et traitement des toitures deblai et remblai nettoyage de chantiers devis gratuit construction de terrasse maconnerie de gros oeuvre maconnerie de terrasse terrassement pour assainissement produits camions engins  entreprises de maconnerie beton desactive debouchage de canalisations entreprises de terrassement travaux publics assainissement entreprises de demolition travaux d enrobes pose  entretien de canalisations viabilisation de terrains entreprises de demoussage  de traitement des toitures fosses septiques les travaux de maconnerie ou de terrassement vous causent des soucis  depuis 10 ans  nos experts sont capables de regler tous les types de problemes et d assurer la maintenance de votre installation notre equipe de techniciens vous propose plusieurs prestations afin de rendre votre habitat agreable ;False
plombiers    ;False
entreprises de menuiserie fabricant de menuiserie bois fabrication sur mesure menuiserie bois menuiserie d agencement menuiserie en bois sur mesure menuiserie sur mesure menuisier ebeniste portail produits escalier en bois fenetre en bois parquet porte d entree porte en bois porte en bois sur mesure porte fenetre escalier placard porte type de menuiserie volet produits escalier en bois escalier en bois sur mesure  entreprises de menuiserie fabrication  installation d escaliers ;False
plombiers    ;False
agencement de magasins    ;False
gestion de patrimoine    ;False
mobilier de bureau    ;False
entreprises de peinture peinture de sol peinture de volets   ;False
entreprises d electricite generale    ;False
alarmes  surveillance   systemes  vente  installation     ;False
entreprises de menuiserie    ;True
sols en resine   sols en resine revetements de sols  de murs  fabrication  gros  ;False
pose de carrelages  de dallages revetement carrelage dalle sur plots carrelage tous supports renovation carrelage realisation de salle de bain carrelage pour grande surface carrelage  pour salle de restaurant carrelage pour bureau carrelage pour cuisine industrielle carrelage pour surface tertiaire carrelage pour surface agro alimantaire carrelage pour commerce et industrie particuliers et professionnels neuf et renovation produits dalle sur plots carrelage artisan carreleur batir avec l environnement garantie decennale  notre entreprise artisanale est composee d une equipe de 4 salaries encadres par le dirigeant depuis 1996  nous assurons un service de qualite aupres des particuliers et des professionnels dans le respect des delais votre devis vous sera transmis par mail ou courrier sous 7 jours maximum apres prise de metres sur place ou remise de plans confiez nous le revetement de vos murs et de vos sols tous formats  interieurs et exterieurs en neuf ou renovation nous vous accompagnons par le conseil et le choix de carrelage approprie a votre projet devis gratuit;False
entreprises d electricite generale vente et installation de chauffage et de plomberie travaux d electricite generale climatisation salle de bain   neuf et renovation travaux de ramonage depannage mise en conformite les moyens de paiement modalites de paiement  nous consulter rge qualibat entreprises d electricite generale plombiers vente  installation de chauffage vente  installation de salles de bain cherchez vous des specialistes en  chauffage  electricite  et plomberie  notre equipe s occupe de vous  des travaux de plomberie   ramonage  depannage et installation de chauffage a gaz et fuel  pose de sanitaires  depannage d electricite  mise en conformite  n hesitez pas a nous contacter  a b e electricite   branchement elect  fait des travaux en neuf et en renovation  les interventions sont rapides et les tarifs competitifs ;False
entreprises d electricite generale    ;False
constructeurs de maisons individuelles    ;False
chaudieres a bois contrat d entretien aquathermie aerothermie geothermie installation de panneau solaire etude thermique chaudiere produits ballon tampon bruleur chaudiere au fioul chaudiere basse temperature chaudiere a bois chaudiere a bois dechiquete chaudiere a condensation chaudiere a condensation au fioul chaudiere a condensation au gaz chaudiere a gaz chauffage au bois chauffage au sol chauffage central chauffage d appoint chauffage d appoint economique chauffage pour piscine chauffe eau solaire panneau photovoltaique plancher chauffant radiateur radiateur de chauffage central chaudiere gaz a condensation mur chauffant pompe a chaleur poele a granules type de bruleur bruleur a granules bruleur au fioul bruleur a gaz type de chaudiere chaudiere murale chaudiere a granules chaudiere bois automatique chaudiere bois a buche chaudiere polycombustible chaudiere a buche chaudiere a gaz naturel  chaudieres a bois vente  installation de chauffage energies renouvelables ;True
constructeurs de maisons individuelles    ;False
materiel pour blanchisseries  laveries  pressings    ;False
constructions metalliques menuiserie metallique serrurerie industrielle services maintenance sur site montage sur site   ;True
services de traitement des eaux assainissement assainissement collectif debouchage de canalisation degazage de cuve entretien de canalisation hydrocurage de canalisation mise en conformite nettoyage de cuve vidange de fosse vidange de fosse septique debouchage produits bac a graisse  services de traitement des eaux vidange  curage ;False
vente de television  de video  de son vente de televisions vente d appareils d audiovisuel selection de grandes marques marques haier lg panasonic samsung sennheiser siemens sony toshiba beko bosch candy electrolux faure haier indesit la sommeliere liebherr miele samsung siemens viva produits television video son  vente de television  de video  de son vente  installation d antennes de television depannage d electromenager magasins d electromenager entreprises d electricite generale nous vous proposons des televisions de haute qualite pour regarder vos films preferes dans des conditions optimales nous vous offrons un grand choix de televisions a petit prix  parmi une large selection de tv a ecran de 66 cm a 117 cm  voire plus faites votre choix et completez au mieux votre salon  ;False
agencement de magasins    ;False
entreprises d electricite generale    ;False
vente  installation de climatisation   vente  installation de climatisation vente  installation de chauffage entreprises d electricite generale plombiers ;False
agencement de bureaux    ;False
renovation immobiliere renovation interieure ravalement renovation produits faience carrelage peinture revetement de sol salle de bain   ;False
depannage serrurerie    ;False
entreprises d electricite generale    ;False
entreprises d electricite generale    ;False
pose de carrelages  de dallages installation de salle de bains  cuisines revetement de sol  mur maintenance conseil personnalise artisan pose de carrelages  de dallages vente de carrelages  de dallages cet artisan  specialise dans les domaines du dallage et du carrelage  notamment dans la pose et dans le traitement  vous propose des interventions en neuf ou en renovation fort d une experience de plus de 10 ans  faites lui confiance pour la mise en uvre de toutes ses competences techniques  pour satisfaire vos attentes des travaux dans son secteur d activite   demandez lui votre devis ;False
bardage    ;True
entreprises d electricite generale    ;False
entreprises de peinture revetement de murs pose de papier peint ravalement de facades application d enduits conseils personnalises devis gratuit produits beton cire chaux peinture artisan garantie decennale ecoresponsabilite entreprises de peinture vente  pose de revetements de sols et de murs papiers peints    bfg peinture    vous propose ses services pour tous vos travaux de peinture  decoration interieure  pose de papiers peints  beton cire  revetements de sols contactez nous pour un devis personnalise et gratuit ;False
entreprises de peinture    ;False
entreprises de menuiserie    ;False
depannage de chauffage    ;False
entreprises de platrerie    ;False
entreprises de platrerie    ;False
entreprises de maconnerie    ;True
entreprises d electricite industrielle    ;False
entreprises de platrerie    ;False
entreprises de maconnerie    ;True
conseils  services  maintenance en informatique    ;False
plombiers depannage de sanitaire fuite de gaz   ;True
entreprises de menuiserie revetement de sols travaux de zinguerie construction de maisons a ossature en bois conseils personnalises  entreprises de menuiserie entreprises de couverture pose  entretien  vitrification de parquets bardage constructeurs de maisons en bois charpentes zinguerie terrasses en bois ensemble  nous realisons tous vos projets pour les particuliers  notre enseigne assure la reparation de terrasses  de couvertures en bois et du bardage soucieux de vous apporter un rendu unique  nous posons votre parquet et nous executons les travaux de menuiserie pour l interieur de votre maison ;True
portes  portails   portes  portails fenetres volets  persiennes stores ;False
entreprises de peinture    ;False
entreprises de terrassement    ;False
entreprises de maconnerie    ;True
activite non renseignee    ;False
bureaux d etudes environnement    ;False
entreprises de menuiserie   entreprises de menuiserie vente  installation de cuisines ;False
entreprises de maconnerie    ;False
entreprises d electricite generale installation d electricite generale depannage d electricite generale installation d alarme installation de motorisation de portail installation de domotique installation de reseau informatique   nos clients nous appellent pour les travaux d electricite generale le depannage de systemes d alarme figure aussi dans la liste de nos prestations nos equipes installent des alarmes  des systemes domotiques et des reseaux informatiques n hesitez pas a faire appel a nos services ;False
vente  installation de cuisines    ;False
depannage de chauffage contrat entretien chaudiere gaz et fioul desembouage des circuits  de chauffage installation chaudiere fioul  gaz et solaire ramonage des conduits depannage rapide chauffage et sanitaire marques viessmann saunier duval frisquet de dietrich chaffoteaux   maury atlantic produits plancher chauffant chauffe eau radiateurs chaudiere fioul   gaz et solaire reseaux axenergie rge qualibat qualisol professionnel du gaz depannage de chauffage vente  installation de chauffage membre du reseau axenergie  notre entreprise vous propose la mise en service  l entretien et le depannage rapide de votre chauffage fioul et gaz pour vous  nous effectuons la maintenance de vos systemes solaires si vous avez un contrat d entretien  nous garantissons une intervention dans la journee ;False
location de materiel d eclairage eclairagiste location de materiel d eclairage  de sonorisation  de projecteurs eclairage scenique  de spectacle  de concert  de magasin  de soiree livraison montage mixage son  lumiere et video distribution electrique et maitrise de l energie stockage  transport et logistique decoration produits systeme line array avec enceintes suspendues stromboscopes machines a bulles  a fumee spots jeux de lumiere micros sans fil  a pieds equipements sceniques equipements nacelles camions et utilitaires  location de materiel d eclairage sonorisation  eclairage pour des evenements reussis  decouvrez nos solutions sur mesure pour tous vos besoins en son et lumiere  a l exterieur comme a l interieur nous prenons en charge de nombreuses prestations comme l installation de structure scenique  la pose de projecteurs led  des effets speciaux  des decors  des lumieres de poursuite  mais aussi des lyres et des decoupes la realisation de l installation complete de vos salons et expositions fait aussi partie de notre domaine d intervention notre experience et notre professionnalisme sont au service de vos evenements ;False
reseaux informatiques    ;False
entreprises de maconnerie gros uvre agrandissement  extension de maisons isolation de combles et planchers renovation immobiliere devis conseils personnalises fidelisation clients apres travaux produits dallage exterieur beton desactive mur de cloture terrasse charpente bois qualibat rge maitre artisan garantie decennale entreprises de maconnerie entreprises de couverture entreprises de batiment renovation immobiliere depuis 35 ans  notre entreprise familiale est composee d une equipe qualifiee et professionnelle nous intervenons dans tous vos travaux  de maconnerie et de couverture pour repondre a vos attentes  nous sommes a votre ecoute et nous nous engageons a respecter les normes et les delais ;True
entreprises de menuiserie    ;False
activite non renseignee    ;False
activite non renseignee    ;True
plombiers    ;False
activite non renseignee    ;False
entreprises de batiment agencement pmr eco construction realisations construction de maisons en bois construction industrielle construction de batiments publics renovation de maisons anciennes renovation d appartements renovation de maisons renovation de bureaux   ;True
alarmes  surveillance   systemes  vente  installation  travaux d electricite en neuf travaux d electricite en renovation installation de domotique installation de portiers installation de systemes de videosurveillance installation d interphones depannage electricite automatisation de portails electricien chauffagiste electricien en domotique electricite domestique installation electrique mise aux normes electriques blindage de porte changement de serrure depannage de porte depannage de porte de garage ouverture de coffre fort ouverture de porte serrurerie industrielle serrurerie metallique domotique electricien en batiment electricite courant faible cablage electrique depannage d alarme installateur de digicode installation de camera de surveillance marques vachette produits barillet serrure 3 points serrure blindee serrure electrique serrure electronique interphone alarme anti intrusion alarme anti intrusion sans fil alarme d appartement alarme domotique sans fil alarme pour habitation alarme pour maison alarme sans fil alarme video camera ip wifi camera de surveillance portier electronique portique antivol videosurveillance alarme domotique alarme d entreprise alarme de garage alarme incendie systeme de telesurveillance telealarme  alarmes  surveillance   systemes  vente  installation  domotique depannage vitrerie depannage serrurerie entreprises d electricite generale depannage electricite alarmes habitation serrurerie  metallerie ma maison connectee      nous effectuons des travaux d electricite en neuf et en renovation et nous installons des portiers  des systemes de videosurveillance et des interphones de plus  le service apres vente est assure par nos soins notre equipe de 14 professionnels met tout son savoir faire a la disposition des professionnels et des particuliers contactez atlantic pour etablir un devis gratuit  a votre service 24h 24 et 7j 7 ;False
entreprises de maconnerie   entreprises de maconnerie plaques de platre ;False
assainissement mur en pierre renovation de batiment renovation de maison maison bbc restauration de maison ancienne garantie decennale assainissement entreprises de maconnerie ;False
entreprises d electricite generale    ;False
cinema  production  realisation  distribution     ;False
vente  installation de chauffage    ;False
entreprises de terrassement    ;False
entreprises d electricite generale installation courant faible systeme domotique marques benelux philips   ;False
entreprises de menuiserie realisation d amenagement interieur et exterieur travaux en neuf renovation devis sur demande produits fenetres portes volets parquets escaliers dressings salles de bains stores rge qualibat entreprises de menuiserie fenetres vitrerie specialisee dans la menuiserie  notre entreprise vous propose de decouvrir une grande variete de produits dans une salle d exposition de 250 m2 venez partager avec nous votre projet immobilier dans notre magasin  vous trouverez une equipe de professionnels a votre ecoute pour vous conseiller et vous presenter des idees originales pour optimiser votre espace ;False
entreprises d electricite generale    ;False
entreprises d electricite generale    ;False
entreprises de menuiserie fabrication sur mesure menuiserie bois menuiserie bois pvc alu menuiserie pvc portail produits appentis bibliotheque bureau mezzanine parquet dressing escalier placard porte type de menuiserie charpente volet  entreprises de menuiserie fenetres ;False
entreprises d electricite generale   entreprises d electricite generale maintenance industrielle ;False
entreprises de maconnerie    ;True
entreprises de menuiserie menuiserie d agencement menuiserie industrielle restauration de menuiserie les moyens de paiement  entreprises de menuiserie fenetres ;False
entreprises de peinture    ;False
entreprises d electricite generale    ;False
vente  installation de climatisation contrat d entretien depannage de climatisation produits climatisation industrielle produits armoire refrigeree chambre froide chambre froide professionnelle  vente  installation de climatisation materiel pour froid industriel ;False
entreprises de terrassement amenagement d exterieur assainissement non collectif  anc  raccordement tout a l egout location de materiel avec chauffeur  brise roches enrochement fouille  sondage du sol produits fosse septique  autonome piscine terre vegetale  entreprises de terrassement assainissement fosses septiques travaux publics forte de 12 ans d experience  notre entreprise propose ses prestations pour vos projets de terrassement et de demolition de la viabilisation de terrains aux fondations de maisons  nous intervenons realisons chaque ouvrage dans le respect du travail bien fait contactez nous pour toute demande de devis gratuit ;False
entreprises de maconnerie    ;False
entreprises de platrerie travaux de maconnerie travaux de renovation travaux de platrerie travaux d amenagements interieurs travaux publics genie civil construction de batiments de basse consommation  bbc  installation de systemes d energies renouvelables assurance decennale pose de bardage pose de carrelage travaux de terrassement conseil en construction enduiseur platrerie d isolation pose de plaque de platre renovation de batiment renovation de cuisine renovation de maison agrandissement de maison en bois amelioration de l habitat construction de batiment genie civil  entreprises de platrerie renovation immobiliere agrandissement  extension de maison entreprises de batiment entreprise generale de batiment  nous realisons des travaux de maconnerie et de renovation nous appliquons le genie civil dans la construction de batiments de basse consommation  bbc  et dans les travaux publics que nous effectuons ;False
pompes a chaleur   pompes a chaleur energies renouvelables vente  installation de climatisation ;False
entreprises de couverture   entreprises de couverture charpentes ;True
ferronnerie   ferronnerie escaliers metalliques menuiserie metallique ;False
entreprises de terrassement    ;False
entreprises de maconnerie    ;True
entreprises d electricite generale    ;False
travaux publics location de tractopelles  de mini pelles  de camions location de semi remorques realisation de tranchees transports routiers avec chauffeur travaux publics  travaux publics location de camions avec chauffeur notre entreprise assure la location de materiel avec chauffeur pour entrepreneurs nous realisons des travaux de terrassement et d assainissement pensez a consulter notre site internet ;False
chapes conseils sur la realisation des ouvrages recherche de produits les mieux adaptes a l ouvrage a realiser etudes detaillees avec des descriptifs clairs realisation de tous les travaux dans les regles de l art respect de budget prevu au devis contractuel garantie sur les travaux  conformement a la reglementation langue parlee   allemand avis techniques du cstb applicateur agree  nos collaborateurs posent des chapes traditionnelles  fluides et des planchers chauffants qu il s agisse de constructions neuves ou de rehabilitation d anciens batiments  l entreprise alsachape vous propose des chapes autonivelantes et auto lissantes nos atouts   rapidite  qualite  prix bas particuliers ou professionnels  faites appel a nous pour toute etude de votre chantier ;False
plombiers    ;False
entreprises de peinture    ;False
paysagistes creation d espaces verts entretien d espaces verts pose de dallages pose de clotures travaux de terrassement travaux d assainissement realisation de travaux publics travaux de debroussaillage pose de stabilises pose de tailles de pierre devis gratuits conseils personnalises  paysagistes entreprises de terrassement je travaille dans le departement de la vienne en tant que paysagiste je propose un eventail complet de services   la creation et l entretien d espaces verts jusqu a la pose de dallages et de clotures en passant par les travaux de terrassement et d assainissement de plus  je realise des travaux publics et des devis gratuits ;False
vente  installation de chauffage au gaz    ;False
entreprises de platrerie platrerie d isolation thermique platrerie d isolation phonique   ;False
fabrication  installation de spas  de saunas  d hammams    ;False
entreprises de nettoyage    ;False
entreprises de menuiserie    ;False
etudes  installation d automatismes industriels    ;False
entreprises de platrerie travaux de platrerie en neuf travaux de platrerie en renovation pose de cloisons travaux d isolation amenagement de combles   la platrerie est au centre de nos preoccupations nous proposons aussi a nos clients de poser des cloisons ou d effectuer des travaux d isolation notre equipe se deplace dans un rayon de 40 km autour d alquines pour l amenagement de combles ;False
charpentes    ;True
vente  installation de chauffage travaux de plomberie en neuf travaux de plomberie en renovation travaux de zinguerie installation de systemes de chauffage pose de sanitaires installation de salles de bains pose de chaudieres au fioul pose de chaudieres a gaz pose de chaudieres a condensation entretien de chaudieres depannage de chaudieres ramonage de chaudieres depannage de systemes de chauffage qualigaz rge qualibat vente  installation de chauffage ramonage plombiers notre palette de prestations se revele tres large   travaux de plomberie en neuf et en renovation et meme installation de systemes de chauffage vous pouvez egalement faire appel a nous pour mettre vos sanitaires l installation de salles de bains est de plus comprise dans nos services nos prestations incluent la pose  l entretien et le depannage de chaudieres nous avons recu la certification qualigaz ;True
entreprises d electricite generale    ;False
fabrication  installation de placards showroom de 300 m2 agencement de cuisine amenagement de dressing creation de placard sur mesure cuisiniste menuisier poseur agencement de cuisine amenagement de dressing placard sur mesure cuisiniste fabricant de plan de travail installation d electromenager menuiserie artisanale menuiserie d agencement menuiserie sur mesure cuisine amenagee marques setam produits cuisine contemporaine  design  haut de gamme  sur mesure plan de travail en granit mobilier espace de rangement cuisine contemporaine cuisine design cuisine haut de gamme cuisine sur mesure plan de travail plan de travail en granit cuisine moderne cuisine ouverte cuisine rustique ilot de cuisine meuble de cuisine design meuble de rangement de cuisine petite cuisine equipee placard mural sur mesure placard coulissant cuisine equipee iso 20252 fabrication  installation de placards vente  installation de cuisines votre cuisiniste professionnel met son savoir faire a la disposition de votre projet et concoit votre cuisine sur mesure il est a votre service de a a z pour vous conseiller et suivre votre projet faites lui confiance pour un travail et des finitions soignes  dans le respect des delais ;False
entreprises de couverture    ;True
location de bennes demolition deneigement location de bennes de 10 a 30 m3  d engins enlevement de terres  d encombrants mise a niveau de terrains evacuation de gravats nettoyage d exterieurs conseils personnalises devis gratuits location de benne a vegetaux location de benne a dechets location de benne tout venant location benne a gravats location de benne a dechets verts location de benne a la journee location de benne au mois les moyens de paiement  location de bennes entreprises de terrassement entreprises de nettoyage dechets industriels  collecte  recyclage  valorisation  vous operez des travaux et vous devez vous debarrasser des debris volumineux  guillaume batteux est a votre service pour la location de benes de 10 a 30 m3 pour les dechets verts  les dib  dechets industriels banals  et les gravats intervention a 50 km autour de saint quentin nettoie chantier 02 est a votre service  a des prix competitifs ;False
entreprises de menuiserie menuiseries pvc  alu  bois cloisons seches  isolation  plafond suspendu  solivage parquet portail  porte de garage  automatisme volets roulants  battants  automatisme agencement interieur produits pvc aluminium bois acier qualibat rge  depuis plus de 50 ans  notre entreprise est specialisee dans le bois  le pvc et l aluminium de vrais menuisiers vous fournissent de la qualite sur mesure pour tous projets ou tous travaux pour en savoir plus  contactez nous ;False
vente  installation de cuisines cuisiniste livraison financement produits cuisine contemporaine cuisine en bois hotte professionnelle mitigeur plan de travail en granit meuble haut de gamme meuble melamine poignee rangement evier marques habitat   ;False
plombiers    ;False
entreprises de peinture    ;False
entreprises de maconnerie    ;False
entreprises d electricite generale domotique installation courant faible mise aux normes electriques renovation electrique entretien du reseau electrique installation de reseau electrique portail renovation de reseau electrique systeme domotique produits coffret electrique installation electrique portail electrique alarme   ;False
entreprises d electricite generale installation de systemes de chauffage pose d alarmes travaux d electricite en neuf et en renovation   en electricite  vous ne devez pas vous improviser bricoleur  nous sommes la pour reperer l origine du probleme sur votre installation et trouver une solution en complement  nous installons des alarmes courant faible ;False
amenagement de combles    ;False
ebenisterie fabrication sur mesure restauration de meuble produits escalier porte  ebenisterie menuiserie pvc ;False
entreprises d electricite generale    ;False
charpentes    ;True
entreprises d electricite generale depannage de chaudiere depannage de chaudiere au fioul depannage de chaudiere au gaz depannage de chauffage au fioul depannage de bruleur produits chauffe eau type d appareil depannage de chaudiere murale depannage de chauffage solaire depannage de poele marques atlantic  entreprises d electricite generale plombiers vente  installation de chauffage depannage de chauffage ;True
plombiers contrat d entretien mise aux normes desembouage installation de chaudiere tubage de cheminee chaudiere produits ballon tampon chaudiere au fioul chaudiere a bois chaudiere a condensation chaudiere a condensation au fioul chaudiere a condensation au gaz chaudiere a gaz conduit de cheminee plancher chauffant plancher chauffant basse temperature radiateur radiateur basse temperature ballon tampon 1000l chaudiere gaz a condensation pompe a chaleur poele a granules type de chaudiere chaudiere murale chaudiere a granules chaudiere mixte chaudiere a gaz propane  plombiers depannage plomberie depannage de chauffage vente  installation de chauffage ;False
entreprises de menuiserie menuiserie d agencement menuiserie bois restauration de menuiserie restauration de patrimoine ancien menuiserie sur mesure produits placards dressing escaliers bibliotheques sur mesure meubles sur mesure parquets lambris portes portes d entree baies vitrees volets fenetres portes fenetres   ;True
fabrication de materiaux de construction    ;False
entreprises de maconnerie    ;False
depannage de chauffage nettoyage de chaudiere nettoyage de chaudiere au fioul   ;False
plombiers    ;False
entreprises de menuiserie    ;False
entreprises d electricite generale    ;False
entreprises de menuiserie    ;False
entreprises de menuiserie    ;False
entreprises de terrassement terrassement voirie et reseaux divers  vrd  fosse septique genie civile  pose de regards  amenagement exterieur enrochement livraison assainissement devis gratuit piscine marques carita tpa produits sable gravier terre artisan garantie decennale  travaux publics d amenagement possedant plus de 20 ans d experience dans le domaine des travaux publics  notre entreprise est a votre service  afin de realiser vos travaux de terrassement et d amenagement carita tpa intervient notamment pour l amenagement et la viabilisation de votre terrain  afin de le preparer pour les fondations votre future construction ;False
entreprises de maconnerie    ;False
entreprises de peinture    ;False
motorisation de fermetures electricite generale domotique depannage entretien aspiration centralisee programmation de l ouverture des portes service apres vente contrat d entretien showroom devis gratuit langue parlee   anglais marques somfy bubendorff produits volets roulants  automatises stores portails portes alarmes interphones materiel de jardin rideaux metalliques  motorisation de fermetures domotique clotures  barrieres entreprises d electricite generale materiel pour aspiration centralisee interphones portails aluminium portiers electroniques volets roulants portes industrielles portes  portails portes automatiques portes de garage automatisez vous   pour vous simplifier la vie  posez des automatismes dans votre maison nous realisons la fabrication  la vente et la pose de vos fermetures automatisees  adaptees a votre projet professionnels  particuliers et collectivites  faites appel a des vrais experts ;False
imprimerie  travaux graphiques    ;False
depannage de chauffage reparation entretien depannage remplacement de chaudieres desembouage conseils personnalises marques saunier duval vaillant frisquet e l m  leblanc chaffoteaux oertli de dietrich produits thermostat d ambiance detecteur de fumee rge qualibat professionnel du gaz qualisav engie depannage de chauffage vente  installation de chauffage au gaz notre entreprise est specialisee dans la maintenance et le depannage des appareils a production d eau chaude sanitaire et de chauffage gaz depuis plus de 30 ans notre equipe de 6 techniciens qualifies suivent regulierement des formations  afin de vous apporter des conseils ainsi qu un travail de qualite prendre le temps chez vous est important pour nous nous donnons le maximum afin de fideliser notre clientele et faire de notre collaboration un partenariat ;False
entreprises d etancheite    ;True
